Khái niệm \"đường bộ\" được hiểu như thế nào là đúng? Đường bộ gồm:|1- Đường, cầu đường bộ.|2- Hầm đường bộ, bến phà đường bộ.|3- Đường, cầu đường bộ, hầm đường bộ, bến phà đường bộ và các công trình phụ trợ khác.|||3|1|1|2|1|1
Trong các hành vi dưới đây, người lái xe có văn hóa khi tham gia giao thông phải đáp ứng các điều kiện nào?|1- Có trách nhiệm với bản thân và với cộng đồng; tôn trọng, nhường nhịn người khác.|2- Tận tình giúp đỡ người tham gia giao thông gặp hoạn nạn; giúp đỡ người khuyết tật, trẻ em và người cao tuổi.|3- Không cần hai điều kiện nêu trên.|||3|3|0|1|1|1
Trong các hành vi dưới đây, người lái xe mô tô có văn hóa giao thông phải ứng xử như thế nào?|1- Điều khiển xe đi trên phần đường, làn đường có ít phương tiện tham gia giao thông, đội mũ bảo hiểm ở nơi có biển báo bắt buộc đội mũ bảo hiểm.|2- Chấp hành quy định về tốc độ, đèn tín hiệu, biển báo hiệu, vạch kẻ đường khi lái xe.|3- Chấp hành hiệu lệnh, chỉ dẫn của người điều khiển giao thông; nhường đường cho người đi bộ, người già, trẻ em, người khuyết tật.|4- Cả ba ý nêu trên.||6|3|1|1|1|1
Trong các hành vi dưới đây, người lái xe mô tô có văn hóa giao thông phải ứng xử như thế nào?|1- Điều khiển xe đi bên phải theo chiều đi của mình.|2- Điều khiển xe đi trên phần đường, làn đường có ít phương tiện tham gia giao thông.|3- Đi đúng phần đường, làn đường quy định; đội mũ bảo hiểm đúng quy cách.|4- Đội mũ bảo hiểm ở nơi có biển báo bắt buộc đội mũ bảo hiểm.||5|3|1|1|1|1
Trong các hành vi dưới đây, người lái xe ô tô có văn hóa giao thông phải ứng xử như thế nào?|1- Điều khiển xe đi bên phải theo chiều đi của mình; đi đúng phần đường, làn đường quy định; dừng, đỗ xe đúng nơi quy định.|2- Điều khiển xe đi trên phần đường, làn đường có ít phương tiện giao thông.|3- Dừng và đỗ xe ở nơi thuận tiện cho việc giao nhận hành khách và hàng hóa.|4- Đã uống rượu bia thì không lái xe.||9|3|0|1|0|1
Trong các hành vi dưới đây, người lái xe ô tô có văn hóa giao thông phải ứng xử như thế nào?|1- Điều khiển xe đi trên phần đường, làn đường có ít phương tiện tham gia giao thông; dừng và đỗ xe ở nơi thuận tiện cho việc giao nhận hành khách hoặc hàng hóa.|2- Chấp nhành quy định về tốc độ, đèn tín hiệu, biển báo hiệu, vạch kẻ đường khi lái xe; dừng, đỗ xe đúng nơi quy định.|3- Chấp hành hiệu lệnh, chỉ dẫn của người điều khiển giao thông; nhường đường cho người đi bộ, người già, trẻ em, người khuyết tật.|4- Cả ba ý nêu trên.||6|3|0|1|1|1
Người có văn hóa giao thông khi điều khiển xe cơ giới tham gia giao thông đường bộ phải đảm bảo các điều kiện gì?|1- Có giấy phép lái xe phù hợp với loại xe được phép điều khiển; xe cơ giới đảm bảo các quy định về chất lượng, an toàn kỹ thuật và bảo vệ môi trường.|2- Có giấy chứng nhận bảo hiểm trách nhiệm dân sự của chủ xe cơ giới còn hiệu lực; nộp phí sử dụng đường bộ theo quy định.||||3|3|1|1|1|1
Khi xảy ra tai nạn giao thông, người lái xe và người có mặt tại hiện trường vụ tai nạn phải thực hiện các công việc gì dưới đây?|1- Đặt các biển cảnh báo hoặc vật báo hiệu ở phía trước và phía sau hiện trường xảy ra tai nạn để cảnh báo; kiểm tra khả năng xảy ra hỏa hoạn do nhiên liệu bị rò rỉ.|2- Bảo vệ hiện trường vụ tai nạn và cấp cứu người bị thương.||||3|3|0|1|1|1
Khi xảy ra tai nạn giao thông, có người bị thương nghiêm trọng, người lái xe và người có mặt tại hiện trường vụ tai nạn phải thực hiện các công việc gì?|1- Thông báo vụ tai nạn đến cơ quan thi hành pháp luật.|2- Nhanh chóng lái xe gây tai nạn hoặc đi nhờ xe khác ra khỏi hiện trường vụ tai nạn.|3- Thực hiện sơ cứu ban đầu trong trường hợp khẩn cấp.|||5|3|0|1|1|1
Khi sơ cứu ban đầu cho người bị tai nạn giao thông đường bộ còn hô hấp, người lái xe và người có mặt tại hiện trường vụ tai nạn phải thực hiện các công việc gì?|1- Đặt nạn nhân nằm ngửa, khai thông đường thở của nạn nhân.|2- Thực hiện các biện pháp hô hấp nhân tạo; thực hiện các biện pháp xoa bóp tim.||||3|3|0|1|1|1
Khi vào số để tiến hoặc lùi xe ô tô có số tự động, người lái xe phải thực hiện các thao tác nào để đảm bảo an toàn?|1- Đạp bàn đạp phanh chân hết hành trình, vào số và kiểm tra lại xem có bị nhầm số không rồi mới cho xe lăn bánh.|2- Đạp bàn đạp để tăng ga với mức độ phù hợp, vào số và kiểm tra lại xem có bị nhầm số không rồi mới cho xe lăn bánh.|3- Cả hai ý nêu trên.|||1|4|0|0|0|1
Khi nhả phanh tay, người lái xe cần phải thực hiện các thao tác nào?|1- Dùng lực tay phải kéo cần phanh tay về phía sau hết hành trình. Nếu khóa hãm bị kẹt cứng phải đẩy mạnh phanh tay về phía trước, sau đó bóp khóa hãm.|2- Dùng lực tay phải bóp khóa hãm đẩy cần phanh tay về phía trước hết hành trình. Nếu khóa hãm bị kẹt cứng phải kéo cần phanh tay về phía sau đồng thời bóp khóa hãm.|3- Dùng lực tay phải đẩy cần phanh tay về phía trước hết hành trình. Nếu khóa hãm bị kẹt cứng phải đẩy mạnh cần phanh tay về phía trước, sau đó bóp khóa hãm.|||2|4|0|0|0|1
Khi khởi hành ô tô trên đường bằng, người lái xe cần thực hiện các thao tác nào theo trình tự dưới đây?|1- Kiểm tra an toàn xung quanh xe ô tô; nhả từ từ đến 1/2 hành trình bàn đạp ly hợp và giữ trong khoảng 3 giây; vào số 1; nhả hết phanh tay, báo hiệu bằng còi, đèn trước khi xuất phát; tăng ga đủ để xuất phát, sau đó vừa tăng ga vừa nhả hết ly hợp để cho xe ô tô chuyển động.|2- Kiểm tra an toàn xung quanh xe ô tô; đạp ly hợp để hết hành trình; vào số 1; nhả hết phanh tay, báo hiệu bằng còi, đèn trước khi xuất phát; tăng ga đủ để xuất phát; nhả từ từ đến 1/2 hành trình bàn đạp ly hợp và giữ trong khoảng 3 giây, sau đó vừa tăng ga vừa nhả hết ly hợp để cho xe ô tô chuyển động.||||2|4|0|0|0|1
Khi quay đầu xe, người lái xe cần phải quan sát và thực hiện các thao tác nào?|1- Quan sát biển báo hiệu để biết nơi được phép quay đầu; quan sát kỹ địa hình nơi chọn để quay đầu; lựa chọn quỹ đạo quay đầu xe cho thích hợp; quay đầu với tốc độ nhỏ nhất; thường xuyên báo tín hiệu để người, các phương tiện xung quanh được biết; nếu quay đầu xe ở nơi nguy hiểm thì đưa đầu xe về phía nguy hiểm đưa đuôi xe về phía an toàn.|2- Quan sát biển báo hiệu để biết nơi được phép quay đầu; quan sát kỹ địa hình nơi chọn để quay đầu; lựa chọn quỹ đạo quay đầu xe cho thích hợp; quay đầu xe với tốc độ nhỏ nhất; thường xuyên báo tín hiệu để người, các phương tiện xung quanh được biết; nếu quay đầu xe ở nơi nguy hiểm thì đưa đuôi xe về phía nguy hiểm và đầu xe về phía an toàn.||||1|4|0|0|0|1
Khi tránh nhau trên đường hẹp, người lái xe cần phải chú ý những điểm nào?|1- Không nên đi cố vào đường hẹp; xe đi ở phía sườn núi nên dừng lại trước để nhường đường; khi dừng xe nhường đường phải đỗ ngay ngắn.|2- Trong khi tránh nhau không nên đổi số; khi tránh nhau ban đêm, phải tắt đèn pha bật đèn cốt.|3- Khi tránh nhau ban đêm, phải bật đèn pha tắt đèn cốt.|||3|4|0|0|0|1
Khi điều khiển ô tô lên dốc cao, người lái xe cần thực hiện các thao tác nào?|1- Điều chỉnh ga cho xe từ từ lên dốc; đến gần đỉnh dốc phải tăng ga để xe nhanh chóng qua dốc; về số thấp, đi sát về phía bên phải đường, có tín hiệu (còi, đèn) để báo cho người lái xe đi ngược chiều biết.|2- Về số thấp từ chân dốc, điều chỉnh ga cho xe từ từ lên dốc; đến gần đỉnh dốc phải đi chậm, đi sát về phía bên phải đường, có tín hiệu (còi, đèn) để báo cho người lái xe đi ngược chiều biết.|3- Tất cả 02 ý trên.|||2|4|0|0|0|1
Khi điều khiển ô tô xuống dốc cao, người lái xe cần thực hiện các thao tác nào?|1- Tăng lên số cao, nhả bàn đạp ga ở mức độ phù hợp, kết hợp với phanh chân để khống chế tốc độ.|2- Về số thấp, nhả bàn đạp ga ở mức độ phù hợp, kết hợp với phanh chân để khống chế tốc độ.|3- Về số không (0), nhả bàn đạp ga ở mức độ phù hợp, kết hợp với phanh chân để khống chế tốc độ.|4- Cả ba ý nêu trên.||2|4|0|0|0|1
Khi xuống dốc, muốn dừng xe, người lái xe cần thực hiện các thao tác nào?|1- Có tín hiệu rẽ phải, điều khiển xe sát vào lề đường bên phải; đạp phanh sớm và mạnh hơn lúc dừng xe trên đường bằng để xe đi với tốc độ chậm đến mức dễ dàng dừng lại được; về số 1, đạp nửa ly hợp cho xe đến chỗ dừng; khi xe đã dừng, về số không (0), đạp phanh chân và kéo phanh tay.|2- Có tín hiệu rẽ phải, điều khiển xe sát vào lề đường bên phải; đạp xe hết hành trình ly hợp và nhả bàn đạp ga để xe đi với tốc độ chậm đến mức dễ dàng dừng lại được tại chỗ dừng; khi xe đã dừng, đạp và giữ phanh chân.|3- Có tín hiệu rẽ phải, điều khiển xe sát vào lề đường bên phải; đạp phanh sớm và mạnh hơn lúc dừng xe trên đường bằng để xe đi với tốc độ chậm đến mức dễ dàng dừng lại được; về số không (0) để xe đi đến chỗ dừng; khi xe đã dừng, kéo phanh tay.|||1|4|0|0|0|1
Khi điều khiển xe trên đường vòng người lái xe cần phải làm gì?|1- Quan sát cẩn thận các chướng ngại vật và báo hiệu bằng còi, đèn; giảm tốc độ đến mức cần thiết, về số thấp và thực hiện quay vòng với tốc độ phù hợp với bán kính đường vòng.|2- Quan sát cẩn thận các chướng ngại vật và báo hiệu bằng còi, đèn; tăng tốc độ để nhanh chóng qua đường vòng, đạp ly hợp và giảm tốc độ sau khi qua đường vòng.|3- Cả hai ý nêu trên.|||1|4|0|0|0|1
Khi điều khiển xe ô tô rẽ phải ở chỗ đường giao nhau, người lái xe cần thực hiện các thao tác nào?|1- Có tín hiệu rẽ phải; quan sát an toàn phía sau; điều khiển xe sang làn đường bên trái; giảm tốc độ và quan sát an toàn phía bên phải để điều khiển xe qua chỗ đường giao nhau.|2- Cách chỗ rẽ khoảng 30m có tín hiệu rẽ phải; quan sát an toàn phía sau; điều khiển xe bám sát vào phía phải đường; giảm tốc độ và quan sát an toàn phía bên phải để điều khiển xe qua chỗ đường giao nhau.|3- Cách chỗ rẽ khoảng 30m có tín hiệu rẽ phải; quan sát an toàn phía sau; điều khiển xe bám sát vào phía phải đường; tăng tốc độ và quan sát an toàn phía bên trái để điều khiển xe qua chỗ đường giao nhau.|||2|4|0|0|0|1
Khi điều khiển xe ô tô rẽ trái ở chỗ đường giao nhau, người lái xe cần thực hiện các thao tác nào?|1- Cách chỗ rẽ khoảng 30m giảm tốc độ, có tín hiệu rẽ trái xin đổi làn đường; quan sát an toàn xung quanh đặc biệt là bên trái; đổi sang làn đường bên trái; cho xe chạy chậm tới phía trong của tâm đường giao nhau mới rẽ trái để điều khiển xe qua chỗ đường giao nhau.|2- Cách chỗ rẽ khoảng 30m có tín hiệu rẽ trái, tăng tốc độ để xe nhanh chóng vượt qua chỗ đường giao nhau.|3- Có tín hiệu xin đổi làn; quan sát an toàn xung quanh đặc biệt là bên trái; đổi làn đường sang phải để mở rộng vòng cua.|4- Cả ba ý nêu trên.||1|4|0|0|0|1
Khi điều khiển xe vượt qua rãnh lớn cắt ngang mặt đường, người lái xe cần thực hiện những thao tác nào?|1- Gài số một (1) và từ từ cho 2 bánh trước xuống rãnh, tăng ga cho 2 bánh trước vượt lên khỏi rãnh, tăng số, tăng tốc độ để bánh sau vượt qua rãnh.|2- Tăng ga, tăng số để 2 bánh trước và bánh xe sau vượt qua khỏi rãnh và chạy bình thường.|3- Gài số một (1) và từ từ cho 2 bánh xe trước xuống rãnh, tăng ga cho 2 bánh xe trước vượt lên khỏi rãnh, tiếp tục để bánh xe sau từ từ xuống rãnh rồi tăng dần ga cho xe ô tô lên khỏi rãnh.|||4|4|0|0|0|1
Khi điều khiển xe qua đường sắt, người lái xe cần phải thực hiện các thao tác nào dưới đây?|1- Dừng xe tạm thời khi có chuông báo hoặc thanh chắn đã hạ xuống.|2- Kéo phanh tay nếu đường dốc hoặc phải chờ lâu; về số thấp, tăng ga nhẹ để tránh động cơ chết máy.||||3|4|0|0|0|1
Khi điều khiển xe ô tô tự đỗ, người lái xe cần lưu ý những điểm gì?|1- Khi chạy trên đường xấu, nhiều ổ gà nên chạy chậm để thùng xe không bị lắc mạnh, không gây hiện tượng lệch \"ben\". Khi chạy vào đường vòng, cần giảm tốc độ, không lấy lái gấp và không phanh gấp.|2- Khi chạy trên đường quốc lộ không cần hạ hết thùng xe xuống.|2- Khi đổ hàng phải chọn vị trí có nền đường cứng và phẳng, dừng hẳn xe, kéo chặt phanh tay; sau đó mới điều khiển cơ cấu nâng \"ben\" để đổ hàng, đổ xong hàng mới hạ thùng xuống.|||5|4|0|0|0|1
Khi điều khiển tăng số, người lái xe ô tô cần chú ý những điểm gì?|1- Không được nhìn xuống buồng lái, cần phải tăng thứ tự từ thấp đến cao, phối hợp các động tác phải nhịp nhàng, chính xác.|2- Không được nhìn xuống buồng lái, cần phải tăng thứ tự từ thấp đến cao, phối hợp các động tác phải nhịp nhàng, vù ga phải phù hợp với tốc độ.||||1|4|0|0|0|1
Khi điều khiển xe giảm số, người lái xe cần chú ý những điểm gì?|1- Không được nhìn xuống buồng lái, cần phải giảm thứ tự từ cao đến thấp, phối hợp các động tác phải nhịp nhàng, chính xác.|2- Không được nhìn xuống buồng lái, cần phải giảm thứ tự từ cao đến thấp, phối hợp các động tác phải nhịp nhàng, chính xác, vù ga phải phù hợp với tốc độ.||||2|4|0|0|0|1
Để giảm tốc độ khi ô tô đi xuống đường dốc dài, người lái xe phải thực hiện các thao tác nào?|1- Nhả bàn đạp ga, đạp ly hợp hết hành trình, đạp mạnh phanh chân để giảm tốc độ.|2- Nhả bàn đạp ga, về số thấp, đạp phanh chân với mức độ phù hợp để giảm tốc độ.|3- Nhả bàn đạp ga, tăng lên số cao, đạp phanh chân với mức độ phù hợp để giảm tốc độ.|||2|4|0|0|0|1
Khi điều khiển ô tô qua đoạn đường ngập nước, người lái xe cần thực hiện các thao tác nào?|1- Tăng lên số cao, tăng ga và giữ vững tay lái để ô tô vượt qua đoạn đường ngập nước.|2- Đạp ly hợp hết hành trình, tăng ga và giữ vững tay lái để ô tô vượt qua đoạn đường ngập nước.|3- Về số một (1), giữ đều ga và giữ vững tay lái để ô tô vượt qua đoạn đường ngập nước.|||4|4|0|0|0|1
Khi điều khiển ô tô tới gần xe chạy ngược chiều vào ban đêm, người lái xe cần thực hiện các thao tác nào?|1- Chuyển từ đèn chiếu xa sang đèn chiếu gần; không nhìn thẳng vào đèn của xe chạy ngược chiều mà nhìn chếch sang phía phải theo chiều chuyển động của xe mình.|2- Chuyển từ đèn chiếu gần sang đèn chiếu xa; không nhìn thẳng vào đèn của xe chạy ngược chiều mà nhìn chếch sang phía phải theo chiều chuyển động của xe mình.|3- Chuyển từ đèn chiếu xa sang đèn chiếu gần; nhìn thẳng vào đèn của xe chạy ngược chiều để tránh xe đảm bảo an toàn.|||1|4|0|0|0|1
Khi điều khiển xe ô tô trên đường trơn cần chú ý những điểm gì?|1- Giữ vững tay lái cho xe đi đúng vệt bánh xe đi trước, sử dụng số thấp đi chậm, giữ đều ga, đánh lái ngoặt và phanh gấp khi cần thiết.|2- Giữ vững tay lái cho xe đi đúng vệt bánh xe đi trước, sử dụng số thấp đi chậm, giữ đều ga, không lấy nhiều lái, không đánh lái ngoặt và phanh gấp.||||2|4|0|0|0|1
Khi động cơ ô tô đã khởi động, bảng đồng hồ xuất hiện ký hiệu như hình vẽ dưới đây, báo hiệu tình trạng như thế nào của xe ô tô?|1- Phanh tay đang hãm.|2- Thiếu dầu phanh.|3- Nhiệt độ nước làm mát quá mức cho phép.|4- Cửa xe đang mở.|221|3|4|0|0|0|1
Khi động cơ ô tô đã khởi động, bảng đồng hồ xuất hiện ký hiệu như hình vẽ dưới đây, báo hiệu tình trạng như thế nào của xe ô tô?|1- Phanh tay đang hãm.|2- Thiếu dầu phanh.|3- Nhiệt độ nước làm mát tăng quá mức cho phép.|4- Dầu bôi trơn bị thiếu.|222|8|4|0|0|0|1
Khi động cơ ô tô đã khởi động, bảng đồng hồ xuất hiện ký hiệu như hình vẽ dưới đây, báo hiệu tình trạng như thế nào của xe ô tô?|1- Cửa xe đóng chưa chặt.|2- Có cửa xe chưa đóng.|3- Bộ nạp ắc quy gặp sự cố kỹ thuật.|4- Dầu bôi trơn bị thiếu.|223|3|4|0|0|0|1
Khi động cơ ô tô đã khởi động, bảng đồng hồ xuất hiện ký hiệu như hình vẽ dưới đây, báo hiệu tình trạng như thế nào của xe ô tô?|1- Thiếu dầu phanh, phanh tay đang hãm.|2- Hệ thống túi khí an toàn gặp sự cố.|3- Lái xe và người ngồi ghế trước chưa cài dây an toàn.|4- Cửa đóng chưa chặt, có cửa chưa đóng.|224|4|4|0|0|0|1
Khi động cơ ô tô đã khởi động, bảng đồng hồ xuất hiện ký hiệu như hình vẽ dưới đây, báo hiệu tình trạng như thế nào của xe ô tô?|1- Báo hiệu thiếu dầu phanh.|2- Áp suất lốp không đủ.|3- Đang hãm phanh tay.|4- Sắp hết nhiên liệu.|225|8|4|0|0|0|1
Khi đã đỗ xe ô tô sát lề đường bên phải, người lái xe phải thực hiện các thao tác nào dưới đây khi mở cửa xuống xe để đảm bảo an toàn?|1- Quan sát tình hình giao thông phía sau, mở hé cánh cửa, nếu đảm bảo an toàn thì mở cửa ở mức cần thiết để xuống xe ô tô.|2- Mở hé cánh cửa và quan sát tình hình giao thông phía trước, nếu đảm bảo an toàn thì mở cửa ở mức cần thiết để xuống xe ô tô.|3- Mở cánh cửa hết hành trình và nhanh chóng ra khỏi xe ô tô.|||1|4|0|0|0|1
Khi lái xe ô tô qua đường sắt không có rào chắn, không có người điều khiển giao thông, người lái xe phải xử lý như thế nào?|1- Tạm dừng xe tại vị trí cách đường sắt tối thiểu 5m, hạ kính cửa, tắt các thiết bị âm thanh trên xe, quan sát, nếu không có tàu chạy qua, về số thấp, tăng ga nhẹ vượt qua đường sắt.|2- Tại vị trí cách đường sắt tối thiểu 5m quan sát phía trước, nếu không có tàu chạy, tăng số cao, tăng tốc độ cho xe nhanh chóng vượt qua đường sắt.|3- Cả hai ý nêu trên.|||1|4|0|0|0|1
Khi ô tô có hộp số tự động đi trên đường trơn trượt, lầy lội hoặc xuống dốc cao và dài, người lái xe để cần số ở vị trí nào?|1- Vị trí D.|2- Vị trí L hoặc vị trí 2.|3- Vị trí N.|||2|4|0|0|0|1
Khi động cơ ô tô đã khởi động, muốn điều chỉnh ghế của người lái, người lái xe phải điều chỉnh cần số ở vị trí nào?|1- Vị trí N hoặc số 0.|2- Vị trí D hoặc số 1.|3- Cả hai ý nêu trên.|||1|4|0|0|0|1
Khi điều khiển ô tô có số tự động, người lái xe sử dụng chân như thế nào là đúng?|1- Không sử dụng chân trái, chân phải điều khiển bàn đạp phanh và bàn đạp ga.|2- Chân trái điều khiển bàn đạp phanh, chân phải điều khiển bàn đạp ga.|3- Không sử dụng chân phải; chân trái điều khiển bàn đạp phanh và bàn đạp ga.|||1|4|0|0|0|1
Trong các trường hợp dưới đây, để đảm bảo an toàn giao thông người lái xe điều khiển xe như thế nào khi tầm nhìn bị hạn chế bởi sương mù?|1- Tăng tốc độ, chạy gần xe trước, nhìn đèn hậu để định hướng.|2- Giảm tốc độ, chạy cách xa xe trước với khoảng cách an toàn.|3- Tăng tốc độ, bật đèn pha vượt qua xe chạy trước.|||2|4|0|0|0|1
Khi đèn pha của xe đi ngược chiều gây chói mắt, làm giảm khả năng quan sát trên đường, người lái xe xử lý như thế nào?|1- Giảm tốc độ, nếu cần thiết có thể dừng xe lại.|2- Bật đèn pha chiếu xa và giữ nguyên tốc độ.|3- Cả hai ý nêu trên.|||1|4|0|0|0|1
Để đạt được hiệu quả phanh cao nhất, người lái xe mô tô phải sử dụng các kỹ năng như thế nào?|1- Sử dụng phanh trước.|2- Sử dụng phanh sau.|3- Sử dụng đồng thời cả phanh sau và phanh trước.|4- Giảm hết ga.||12|4|0|0|0|1
Khi lái xe ô tô trên mặt đường có nhiều \"ổ gà\", người lái xe phải thực hiện thao tác như thế nào?|1- Giảm tốc độ, về số thấp và giữ đều ga.|2- Tăng tốc độ cho xe lướt qua nhanh.|3- Cả hai ý nêu trên.|||1|4|0|0|0|1
Khi điều khiển ô tô gặp mưa to hoặc sương mù, người lái xe phải làm gì?|1- Bật đèn chiếu gần và đèn vàng, điều khiển gạt nước, điều khiển ô tô đi với tốc độ chậm để có thể quan sát được.|2- Tìm chỗ an toàn dừng xe, bật đèn dừng khẩn cấp để báo hiệu cho các xe khác biết.|3- Bật đèn chiếu xa và đèn vàng, điều khiển gạt nước, tăng tốc độ điều khiển ô tô qua khỏi khu vực mưa hoặc sương mù.|||3|4|0|0|0|1
Xe ô tô tham gia giao thông đường bộ phải bảo đảm các quy định về chất lượng, an toàn kỹ thuật và bảo vệ môi trường nào ghi dưới đây?|1- Kính chắn gió, kính cửa phải là loại kính an toàn, bảo đảm tầm nhìn cho người điều khiển; có đủ hệ thống hãm và hệ thống chuyển hướng có hiệu lực, tay lái của xe ô tô ở bên trái của xe, có còi với âm lượng đúng quy chuẩn kỹ thuật.|2- Có đủ đèn chiếu sáng gần và xa, đèn soi biển số, đèn báo hãm, đèn tín hiệu, có đủ bộ phận giảm thanh, giảm khói, các kết cấu phải đủ độ bền và bảo đảm tính năng vận hành ổn định.||||3|5|0|0|0|1
Xe ô tô tham gia giao thông trên đường bộ phải bắt buộc có đủ bộ phận giảm thanh, giảm khói không?|1- Không bắt buộc.|2- Bắt buộc.||||2|5|0|0|0|1
Xe ô tô tham gia giao thông trên đường bộ phải có đủ các loại đèn gì?|1- Đèn chiếu sáng gần và xa.|2- Đèn soi biển số; đèn báo hãm và đèn tín hiệu.|3- Dàn đèn pha trên nóc xe.|||3|5|0|0|0|1
Hãy nêu yêu cầu của kính chắn gió ô tô?|1- Là loại kính an toàn, kính nhiều lớp, đúng quy cách, không rạn nứt, đảm bảo hình ảnh quan sát rõ ràng, không bị méo mó.|2- Là loại kính trong suốt, đúng quy cách, không rạn nứt, đảm bảo tầm nhìn cho người điều khiển về phía trước mặt và hai bên.|3- Cả hai ý nêu trên.|||1|5|0|0|0|1
Hãy nêu yêu cầu về an toàn kỹ thuật đối với bánh xe lắp cho ô tô?|1- Đủ số lượng, đủ áp suất, đúng cỡ lốp của nhà sản xuất hoặc tài liệu kỹ thuật quy định; lốp bánh dẫn hướng hai bên cùng kiểu hoa lốp, chiều cao hoa lốp đồng đều; không sử dụng lốp đắp; lốp không mòn đến dấu chỉ báo độ mòn của nhà sản xuất, không nứt, vỡ, phồng rộp làm hở lớp sợi mành.|2- Vành, đĩa vành đúng kiểu loại, không rạn, nứt, cong vênh; bánh xe quay trơn, không bị bó kẹt hoặc cọ xát vào phần khác; moay ơ không bị rơ; lắp đặt chắc chắn, đủ các chi tiết kẹp chặt và phòng lỏng.||||3|5|0|0|0|1
Âm lượng của còi điện lắp trên ô tô (đo ở độ cao 1,2m với khoảng cách 2m tính từ đầu xe) là bao nhiêu?|1- Không nhỏ hơn 90dB (A), không lớn hơn 115dB (A).|2- Không nhỏ hơn 80dB (A), không lớn hơn 105dB (A).|3- Không nhỏ hơn 70dB (A), không lớn hơn 90dB (A).|||1|5|0|0|0|1
Mục đích của bảo dưỡng thường xuyên đối với xe ô tô có tác dụng gì?|1- Bảo dưỡng ô tô thường xuyên làm cho ô tô luôn luôn có tính năng kỹ thuật tốt, giảm cường độ hao mòn của các chi tiết.|2- Ngăn ngừa và phát hiện kịp thời các hư hỏng và sai lệch kỹ thuật để khắc phục, giữ gìn được hình thức bên ngoài.||||3|5|0|0|0|1
Trong các nguyên nhân nêu dưới đây, nguyên nhân nào làm động cơ điezen không nổ?|1- Hết nhiên liệu, lõi lọc nhiên liệu bị tắc, lọc khí bị tắc, nhiên liệu lẫn không khí.|2- Hết nhiên liệu, lõi lọc nhiên liệu bị tắc, lọc khí bị tắc, nhiên liệu lẫn không khí, không có tia lửa điện.|3- Hết nhiên liệu, lõi lọc nhiên liệu bị tắc, lọc khí bị tắc, nhiên liệu lẫn không khí và nước, không có tia lửa điện.|||1|5|0|0|0|1
Hãy nêu yêu cầu về an toàn kỹ thuật đối với gạt nước lắp trên ô tô?|1- Đầy đủ số lượng, lắp đặt chắc chắn, hoạt động bình thường.|2- Lưỡi gạt không quá mòn; diện tích quét đảm bảo tầm nhìn của người lái.||||3|5|0|0|0|1
Hãy nêu yêu cầu về an toàn kỹ thuật đối với dây đai an toàn lắp trên ô tô?|1- Đủ số lượng, lắp đặt chắc chắn không bị rách, đứt, khóa cài đóng, mở nhẹ nhàng, không tự mở, không bị kẹt; kéo ra thu vào dễ dàng, cơ cấu hãm giữ chặt dây khi giật dây đột ngột.|2- Đủ số lượng, lắp đặt chắc chắn không bị rách, đứt, khóa cài đóng, mở nhẹ nhàng, không tự mở, không bị kẹt; kéo ra thu vào dễ dàng, cơ cấu hãm mở ra khi giật dây đột ngột.|3- Cả hai ý nêu trên.|||1|5|0|0|0|1
Thế nào là động cơ 4 kỳ?|1- Là loại động cơ: để hoàn thành một chu trình công tác của động cơ, pít tông thực hiện 2 (hai) hành trình, trong đó có một lần sinh công.|2- Là loại động cơ: để hoàn thành một chu trình công tác của động cơ, pít tông thực hiện 4 (bốn) hành trình, trong đó có một lần sinh công.||||2|5|0|0|0|1
Thế nào là động cơ 2 kỳ?|1- Là loại động cơ: để hoàn thành một chu trình công tác của động cơ, pít tông thực hiện 2 (hai) hành trình, trong đó có một lần sinh công.|2- Là loại động cơ: để hoàn thành một chu trình công tác của động cơ, pít tông thực hiện 4 (bốn) hành trình, trong đó có một lần sinh công.||||1|5|0|0|0|1
Niên hạn sử dụng của ô tô tải (tính bắt đầu từ năm sản xuất) là bao nhiêu năm?|1- 15 năm.|2- 20 năm.|3- 25 năm.|||4|5|0|0|0|1
Niên hạn sử dụng của ô tô chở người trên 9 chỗ ngồi (tính bắt đầu từ năm sản xuất) là bao nhiêu năm?|1- 5 năm.|2- 20 năm.|3- 25 năm.|||2|5|0|0|0|1
Hãy nêu công dụng của động cơ ô tô?|1- Khi làm việc, nhiệt năng được biến đổi thành cơ năng và truyền đến các bánh xe chủ động tạo ra chuyển động tịnh tiến cho ô tô.|2- Khi làm việc, cơ năng được biến đổi thành nhiệt năng và truyền đến các bánh xe chủ động tạo ra chuyển động tính tiến cho ô tô.|3- Cả hai ý nêu trên.|||1|5|0|0|0|1
Hãy nêu công dụng của hệ thống truyền lực của ô tô?|1- Dùng để truyền mô men quay từ động cơ tới các bánh xe chủ động của ô tô.|2- Dùng để thay đổi hướng chuyển động hoặc giữ cho ô tô chuyển động ổn định theo hướng xác định.|3- Dùng để làm giảm tốc độ, dừng chuyển động của ô tô.|||1|5|0|0|0|1
Hãy nêu công dụng ly hợp của ô tô?|1- Dùng để truyền mô men xoắn giữa các trục không cùng nằm trên một đường thẳng và góc lệch trục luôn thay đổi trong quá trình ô tô chuyển động.|2- Dùng để truyền hoặc ngắt truyền động từ động cơ đến hộp số của ô tô trong những trường hợp cần thiết.|3- Dùng để truyền truyền động từ hộp số đến bánh xe chủ động của ô tô.|||2|5|0|0|0|1
